"DISTANCE","SWATHWIDTH","VRYIELDVOL","Crop","WetMass","Moisture","Time","Heading","VARIETY","Elevation","IsoTime","yield_bu"
5.02132321,5,75.61602118,174,4602.77659878,14.23,"9/19/2016 4:46:50 PM",324.48840698,"23A42",785.81680098,"2016-09-19T16:46:50.000Z",75.6283810109886
5.18536521,5,89.83547931,174,5469.59598804,14.25,"9/19/2016 4:46:50 PM",331.01840698,"23A42",785.79711594,"2016-09-19T16:46:50.991Z",89.8501639797758
5.08694001,5,94.81463445,174,5779.49171418,14.35,"9/19/2016 4:46:51 PM",336.64840698,"23A42",785.80695846,"2016-09-19T16:46:51.993Z",94.8301657700224
5.11974841,5,91.623944,174,5587.61282659,14.39,"9/19/2016 4:46:52 PM",341.91840698,"23A42",785.90210281,"2016-09-19T16:46:52.995Z",91.6389912039023
5.08694001,5,93.31609113,174,5686.82209711,14.33,"9/19/2016 4:46:53 PM",346.29840698,"23A42",785.90538365,"2016-09-19T16:46:53.999Z",93.3314270228762
5.05413161,5,85.31504589,174,5197.40547697,14.3,"9/19/2016 4:46:55 PM",349.26840698,"23A42",785.97100045,"2016-09-19T16:46:55.002Z",85.3290516046607
5.02132321,5,95.92004203,174,5838.00878528,14.22,"9/19/2016 4:46:55 PM",351.12840698,"23A42",786.08911069,"2016-09-19T16:46:55.995Z",95.9357075864595
5.11974841,5,87.91980074,174,5347.97137718,14.17,"9/19/2016 4:46:56 PM",351.95840698,"23A42",786.13176161,"2016-09-19T16:46:56.999Z",87.9341730466206
5.02132321,5,87.98276018,174,5353.0457006,14.19,"9/19/2016 4:46:58 PM",353.33840698,"23A42",786.12519993,"2016-09-19T16:46:58.001Z",87.9970980016257
5.08694001,5,87.37740674,174,5317.46241341,14.21,"9/19/2016 4:46:58 PM",354.29840698,"23A42",786.24331016,"2016-09-19T16:46:58.994Z",87.391781694721
5.02132321,5,78.72236668,174,4787.95294557,14.16,"9/19/2016 4:46:59 PM",354.91840698,"23A42",786.25643352,"2016-09-19T16:46:59.998Z",78.73522621604
5.08694001,5,88.02237979,174,5348.6080434,14.08,"9/19/2016 4:47:01 PM",356.40840698,"23A42",786.28596108,"2016-09-19T16:47:01.002Z",88.0368588292965
5.05413161,5,80.35929841,174,4877.8503052,13.99,"9/19/2016 4:47:02 PM",355.83840698,"23A42",786.32533116,"2016-09-19T16:47:02.001Z",80.3723955460253
5.02132321,5,86.9934627,174,5279.93433969,13.98,"9/19/2016 4:47:02 PM",356.64840698,"23A42",786.32205032,"2016-09-19T16:47:02.992Z",87.0076536207153
5.02132321,5,85.3441709,174,5182.24798206,14.02,"9/19/2016 4:47:03 PM",357.44840698,"23A42",786.34173536,"2016-09-19T16:47:03.994Z",85.3581765320917
5.11974841,5,77.28383185,174,4695.54059545,14.07,"9/19/2016 4:47:04 PM",356.95840698,"23A42",786.43687972,"2016-09-19T16:47:04.996Z",77.2965140549844
5.08694001,5,88.06485279,174,5351.1813622,14.08,"9/19/2016 4:47:05 PM",357.02840698,"23A42",786.46312644,"2016-09-19T16:47:05.999Z",88.079215065177
5.08694001,5,85.5848064,174,5197.4605917,14.03,"9/19/2016 4:47:07 PM",357.30840698,"23A42",786.45656476,"2016-09-19T16:47:07.003Z",85.5987906261396
5.05413161,5,82.23248477,174,4988.6596331,13.94,"9/19/2016 4:47:08 PM",357.32840698,"23A42",786.4598456,"2016-09-19T16:47:08.001Z",82.2459862116065
5.02132321,5,91.01866465,174,5523.59676005,13.97,"9/19/2016 4:47:09 PM",356.66840698,"23A42",786.48609231,"2016-09-19T16:47:09.002Z",91.033530510939
5.11974841,5,77.91548289,174,4735.02185974,14.09,"9/19/2016 4:47:10 PM",355.98840698,"23A42",786.55827079,"2016-09-19T16:47:10.004Z",77.9283003774451
5.05413161,5,84.56073803,174,5144.2447533,14.18,"9/19/2016 4:47:10 PM",355.88840698,"23A42",786.55827079,"2016-09-19T16:47:10.998Z",84.574537304254
5.11974841,5,81.0885424,174,4927.84660196,14.09,"9/19/2016 4:47:12 PM",355.89840698,"23A42",786.58779835,"2016-09-19T16:47:12.001Z",81.1017819108015
5.05413161,5,73.31196693,174,4453.17964881,14.05,"9/19/2016 4:47:13 PM",356.78840698,"23A42",786.50905819,"2016-09-19T16:47:13.005Z",73.3239062864405
5.11974841,5,80.95972779,174,4914.8694392,14,"9/19/2016 4:47:14 PM",356.55840698,"23A42",786.55170911,"2016-09-19T16:47:14.007Z",80.9729447837548
5.08694001,5,75.32877588,174,4575.15979112,14.04,"9/19/2016 4:47:14 PM",356.41840698,"23A42",786.49593483,"2016-09-19T16:47:14.998Z",75.3411370966811
5.11974841,5,65.76249649,174,3995.53248923,14.07,"9/19/2016 4:47:16 PM",356.82840698,"23A42",786.55827079,"2016-09-19T16:47:16.000Z",65.7732005363092
5.15255681,5,68.59231553,174,4162.62223625,13.97,"9/19/2016 4:47:17 PM",356.81840698,"23A42",786.58123667,"2016-09-19T16:47:17.001Z",68.603523177124
5.15255681,5,67.86712667,174,4112.87849406,13.85,"9/19/2016 4:47:18 PM",356.34840698,"23A42",786.54842827,"2016-09-19T16:47:18.005Z",67.8782533071397
5.11974841,5,81.8088492,174,4952.02766535,13.75,"9/19/2016 4:47:19 PM",356.04840698,"23A42",786.57467499,"2016-09-19T16:47:19.008Z",81.8222961947198
5.11974841,5,80.6913782,174,4889.48276369,13.84,"9/19/2016 4:47:20 PM",355.92840698,"23A42",786.62716843,"2016-09-19T16:47:20.009Z",80.7045660765384
5.11974841,5,83.26750025,174,5052.03341886,13.95,"9/19/2016 4:47:21 PM",356.09840698,"23A42",786.60092171,"2016-09-19T16:47:21.001Z",83.2811256116672
5.15255681,5,84.42879001,174,5125.47101893,14,"9/19/2016 4:47:22 PM",356.35840698,"23A42",786.51561987,"2016-09-19T16:47:22.001Z",84.4426259823717
5.18536521,5,80.32603918,174,4876.96759343,14.01,"9/19/2016 4:47:23 PM",358.13840698,"23A42",786.44672224,"2016-09-19T16:47:23.005Z",80.3391653944532
5.11974841,5,84.93409246,174,5164.55759901,14.14,"9/19/2016 4:47:23 PM",0.18749999,"23A42",786.44672224,"2016-09-19T16:47:23.997Z",84.948068094061
5.15255681,5,78.66481513,174,4796.18571409,14.37,"9/19/2016 4:47:25 PM",0.35749999,"23A42",786.31548864,"2016-09-19T16:47:25.003Z",78.677659520599
5.18536521,5,81.86552681,174,4994.25190037,14.42,"9/19/2016 4:47:26 PM",0.92749999,"23A42",786.25643352,"2016-09-19T16:47:26.003Z",81.8789420754147
5.11974841,5,81.99228665,174,5001.98652635,14.42,"9/19/2016 4:47:27 PM",0.95749999,"23A42",786.13832329,"2016-09-19T16:47:27.003Z",82.0057484530714
5.15255681,5,75.22114026,174,4578.73785276,14.23,"9/19/2016 4:47:27 PM",2.23749999,"23A42",786.07598733,"2016-09-19T16:47:27.996Z",75.2333995462117
5.15255681,5,85.31274603,174,5187.57855811,14.14,"9/19/2016 4:47:28 PM",3.12749999,"23A42",786.02021305,"2016-09-19T16:47:28.998Z",85.3267231799472
5.18536521,5,85.10461685,174,5167.10241159,14.01,"9/19/2016 4:47:30 PM",2.99749999,"23A42",786.02021305,"2016-09-19T16:47:30.000Z",85.1186085005027
5.18536521,5,79.46615729,174,4827.5673553,14.06,"9/19/2016 4:47:31 PM",2.96749999,"23A42",785.95787709,"2016-09-19T16:47:31.003Z",79.4791453092877
5.15255681,5,91.04493366,174,5535.48691745,14.13,"9/19/2016 4:47:32 PM",2.73749999,"23A42",785.87585609,"2016-09-19T16:47:32.004Z",91.0598202301593
5.08694001,5,85.45790119,174,5191.56428526,14.06,"9/19/2016 4:47:32 PM",2.34749999,"23A42",785.83976686,"2016-09-19T16:47:32.999Z",85.4718457232269
5.18536521,5,94.19789296,174,5716.53056837,13.97,"9/19/2016 4:47:33 PM",2.09749999,"23A42",785.82336266,"2016-09-19T16:47:33.999Z",94.2132422982512
5.11974841,5,92.72014443,174,5620.97896172,13.88,"9/19/2016 4:47:35 PM",1.56749999,"23A42",785.75118418,"2016-09-19T16:47:35.002Z",92.7353847094495
5.18536521,5,83.49254833,174,5062.15440609,13.89,"9/19/2016 4:47:36 PM",1.41749999,"23A42",785.65275898,"2016-09-19T16:47:36.005Z",83.5061524728754
5.11974841,5,90.63409646,174,5502.18177438,14,"9/19/2016 4:47:37 PM",1.01749999,"23A42",785.64291646,"2016-09-19T16:47:37.008Z",90.6489717618161
5.11974841,5,90.354516,174,5489.67679294,14.07,"9/19/2016 4:47:38 PM",0.48749999,"23A42",785.59370386,"2016-09-19T16:47:38.010Z",90.3693346393361
5.18536521,5,83.35679519,174,5062.15433462,14.03,"9/19/2016 4:47:39 PM",0.19749999,"23A42",785.54449126,"2016-09-19T16:47:39.002Z",83.3703847025443
5.11974841,5,91.60369442,174,5558.45403754,13.96,"9/19/2016 4:47:39 PM",1.32749999,"23A42",785.45918943,"2016-09-19T16:47:39.994Z",91.6186562049697
5.11974841,5,78.91809278,174,4783.14660859,13.86,"9/19/2016 4:47:40 PM",1.72749999,"23A42",785.36076423,"2016-09-19T16:47:40.998Z",78.9310821578434
5.18536521,5,81.28067944,174,4926.34041563,13.86,"9/19/2016 4:47:42 PM",1.62749999,"23A42",785.32467499,"2016-09-19T16:47:42.000Z",81.2940542916414
5.15255681,5,81.95564068,174,4970.13373477,13.91,"9/19/2016 4:47:43 PM",1.34749999,"23A42",785.34436003,"2016-09-19T16:47:43.002Z",81.9691213077298
5.15255681,5,80.94064681,174,4908.00706078,13.9,"9/19/2016 4:47:43 PM",1.02749999,"23A42",785.34436003,"2016-09-19T16:47:43.996Z",80.9539095657391
5.11974841,5,86.19245976,174,5227.0726195,13.91,"9/19/2016 4:47:45 PM",0.66749999,"23A42",785.24593483,"2016-09-19T16:47:45.000Z",86.206644025432
5.05413161,5,79.26972346,174,4807.24332394,13.91,"9/19/2016 4:47:46 PM",359.90621948,"23A42",785.20000308,"2016-09-19T16:47:46.000Z",79.2826777314166
5.18536521,5,83.37124416,174,5055.98094323,13.91,"9/19/2016 4:47:47 PM",358.99621948,"23A42",785.13438628,"2016-09-19T16:47:47.001Z",83.3849424143047
5.11974841,5,81.08394796,174,4920.70113598,13.97,"9/19/2016 4:47:48 PM",359.09621948,"23A42",785.11470124,"2016-09-19T16:47:48.005Z",81.097302438383
5.18536521,5,71.14993348,174,4321.35123288,14.04,"9/19/2016 4:47:49 PM",1.50781238,"23A42",785.16719468,"2016-09-19T16:47:49.008Z",71.1615616816791
5.02132321,5,77.18394144,174,4685.65207827,14,"9/19/2016 4:47:50 PM",1.12781238,"23A42",785.12454376,"2016-09-19T16:47:50.009Z",77.1965668067471
5.05413161,5,72.91585188,174,4420.89043299,13.89,"9/19/2016 4:47:51 PM",0.84781238,"23A42",785.1114204,"2016-09-19T16:47:51.001Z",72.927753866814
5.08694001,5,75.16230913,174,4549.69786392,13.75,"9/19/2016 4:47:52 PM",0.66781238,"23A42",785.078612,"2016-09-19T16:47:52.003Z",75.1746055101724
5.08694001,5,76.46287347,174,4625.21152133,13.69,"9/19/2016 4:47:52 PM",0.98781238,"23A42",785.04908444,"2016-09-19T16:47:52.995Z",76.4754801544047
5.15255681,5,72.7850197,174,4404.78101579,13.73,"9/19/2016 4:47:53 PM",0.52781238,"23A42",785.02611856,"2016-09-19T16:47:53.998Z",72.7970226498474
5.08694001,5,88.35479952,174,5348.88407216,13.76,"9/19/2016 4:47:55 PM",0.35781238,"23A42",785.0622078,"2016-09-19T16:47:55.002Z",88.3693031385207
5.11974841,5,86.34271512,174,5227.07261594,13.76,"9/19/2016 4:47:55 PM",359.84371948,"23A42",784.996591,"2016-09-19T16:47:55.995Z",86.3568472028095
5.11974841,5,90.64022238,174,5483.42426335,13.7,"9/19/2016 4:47:56 PM",359.72371948,"23A42",784.93425504,"2016-09-19T16:47:56.999Z",90.6550792963803
5.11974841,5,83.9125943,174,5077.01311497,13.71,"9/19/2016 4:47:57 PM",359.50371948,"23A42",784.91128917,"2016-09-19T16:47:57.993Z",83.926333657234
5.15255681,5,77.23929233,174,4678.13837068,13.8,"9/19/2016 4:47:58 PM",359.24371948,"23A42",784.87191909,"2016-09-19T16:47:58.995Z",77.2520167725318
5.11974841,5,84.71951489,174,5139.53790701,13.94,"9/19/2016 4:47:59 PM",359.30371948,"23A42",784.92113168,"2016-09-19T16:47:59.998Z",84.7334544592491
5.11974841,5,79.77248929,174,4839.41890514,13.94,"9/19/2016 4:48:01 PM",358.87371948,"23A42",784.88504245,"2016-09-19T16:48:01.002Z",79.7855155127104
5.02132321,5,84.00232125,174,5093.6544355,13.9,"9/19/2016 4:48:02 PM",358.84371948,"23A42",784.84895321,"2016-09-19T16:48:02.001Z",84.0160243096839
5.05413161,5,84.65502651,174,5130.25967108,13.85,"9/19/2016 4:48:02 PM",358.72371948,"23A42",784.90472749,"2016-09-19T16:48:02.993Z",84.6689407401421
5.11974841,5,77.47390572,174,4695.61188341,13.86,"9/19/2016 4:48:03 PM",358.79371948,"23A42",784.87848077,"2016-09-19T16:48:03.994Z",77.486591501329
5.05413161,5,82.38365662,174,4997.25293887,13.93,"9/19/2016 4:48:04 PM",358.22371948,"23A42",784.89488497,"2016-09-19T16:48:04.996Z",82.3972338024025
5.05413161,5,76.77823219,174,4661.56928138,14.01,"9/19/2016 4:48:06 PM",357.59371948,"23A42",784.80958313,"2016-09-19T16:48:06.001Z",76.7908702118518
5.11974841,5,73.7604034,174,4476.77511121,13.98,"9/19/2016 4:48:06 PM",357.41371948,"23A42",784.83254901,"2016-09-19T16:48:06.994Z",73.7724511621234
5.02132321,5,89.76373854,174,5444.28146172,13.92,"9/19/2016 4:48:07 PM",356.61371948,"23A42",784.93425504,"2016-09-19T16:48:07.996Z",89.7784958285168
5.11974841,5,80.4374926,174,4876.93378037,13.89,"9/19/2016 4:48:08 PM",355.77371948,"23A42",784.92441252,"2016-09-19T16:48:08.998Z",80.4507218060653
5.02132321,5,82.30097942,174,4985.27880921,13.81,"9/19/2016 4:48:10 PM",354.93371948,"23A42",784.89488497,"2016-09-19T16:48:10.001Z",82.3144024072433
5.15255681,5,83.35512499,174,5050.8984002,13.84,"9/19/2016 4:48:11 PM",354.26371948,"23A42",784.82270649,"2016-09-19T16:48:11.002Z",83.3688517550253
5.05413161,5,77.39877796,174,4693.23755095,13.9,"9/19/2016 4:48:11 PM",354.12371948,"23A42",784.93753588,"2016-09-19T16:48:11.995Z",77.4114469610718
5.08694001,5,94.03385057,174,5701.28114036,13.89,"9/19/2016 4:48:12 PM",354.62371948,"23A42",784.90144665,"2016-09-19T16:48:12.999Z",94.0492948268965
5.05413161,5,91.44845135,174,5541.94717555,13.85,"9/19/2016 4:48:13 PM",355.30371948,"23A42",784.91128917,"2016-09-19T16:48:13.999Z",91.4633619106576
5.11974841,5,86.4187787,174,5239.57757429,13.89,"9/19/2016 4:48:15 PM",356.04371948,"23A42",784.79974061,"2016-09-19T16:48:15.000Z",86.4329549659218
4.95570641,5,91.74036869,174,5561.58343867,13.88,"9/19/2016 4:48:16 PM",356.40371948,"23A42",784.73084297,"2016-09-19T16:48:16.001Z",91.7554723636514
5.11974841,5,77.84129112,174,4720.62180023,13.91,"9/19/2016 4:48:17 PM",357.42371948,"23A42",784.87519993,"2016-09-19T16:48:17.002Z",77.8540863566668
4.95570641,5,86.08971482,174,5225.69222054,13.99,"9/19/2016 4:48:17 PM",359.12371948,"23A42",784.87191909,"2016-09-19T16:48:17.995Z",86.1037907832654
5.02132321,5,83.78024114,174,5087.27939865,14.02,"9/19/2016 4:48:19 PM",0.64843744,"23A42",784.93753588,"2016-09-19T16:48:19.002Z",83.7939238881086
4.95570641,5,85.3844159,174,5180.47609502,13.95,"9/19/2016 4:48:20 PM",2.29843744,"23A42",785.05564612,"2016-09-19T16:48:20.002Z",85.3984612981745
4.95570641,5,88.84287695,174,5387.1783831,13.9,"9/19/2016 4:48:20 PM",3.22843744,"23A42",785.02611856,"2016-09-19T16:48:20.994Z",88.8574825258448
5.02132321,5,81.17305537,174,4921.5284408,13.89,"9/19/2016 4:48:21 PM",4.63843744,"23A42",785.13110544,"2016-09-19T16:48:21.996Z",81.1863628423923
4.98851481,5,92.35495926,174,5595.59269458,13.83,"9/19/2016 4:48:22 PM",4.50843744,"23A42",785.15735216,"2016-09-19T16:48:22.998Z",92.3701575655093
5.08694001,5,78.37981009,174,4751.06761696,13.87,"9/19/2016 4:48:24 PM",3.98843744,"23A42",785.20656476,"2016-09-19T16:48:24.000Z",78.39261567984
4.98851481,5,81.32322664,174,4934.64539235,13.96,"9/19/2016 4:48:24 PM",3.72843744,"23A42",785.15079048,"2016-09-19T16:48:24.994Z",81.3365688808035
5.08694001,5,83.6808857,174,5078.29346608,13.97,"9/19/2016 4:48:25 PM",3.48843744,"23A42",785.17047552,"2016-09-19T16:48:25.996Z",83.6945568748779
5.05413161,5,77.02265827,174,4674.2365892,13.97,"9/19/2016 4:48:26 PM",3.53843744,"23A42",785.13766712,"2016-09-19T16:48:26.999Z",77.0353589595548
4.92289802,5,80.52511092,174,4883.37385713,13.91,"9/19/2016 4:48:27 PM",3.91843744,"23A42",785.1770372,"2016-09-19T16:48:27.992Z",80.5382481533183
5.11974841,5,71.70515522,174,4345.47304789,13.85,"9/19/2016 4:48:28 PM",3.89843744,"23A42",785.18359888,"2016-09-19T16:48:28.995Z",71.7169546122076
4.98851481,5,72.24014005,174,4376.36951571,13.82,"9/19/2016 4:48:29 PM",3.58843744,"23A42",785.15735216,"2016-09-19T16:48:29.998Z",72.2520162574498
5.05413161,5,71.26089079,174,4319.55196997,13.87,"9/19/2016 4:48:31 PM",3.25843744,"23A42",785.24265399,"2016-09-19T16:48:31.002Z",71.272607504505
4.98851481,5,84.89900433,174,5152.82217173,13.98,"9/19/2016 4:48:31 PM",3.14843744,"23A42",785.27218155,"2016-09-19T16:48:31.997Z",84.9129814582787
5.08694001,5,84.71770642,174,5141.22151399,13.97,"9/19/2016 4:48:32 PM",2.42843744,"23A42",785.21640728,"2016-09-19T16:48:32.998Z",84.7316641472337
5.08694001,5,89.09328167,174,5399.2265104,13.85,"9/19/2016 4:48:33 PM",1.46843744,"23A42",785.22953063,"2016-09-19T16:48:33.992Z",89.1079241132107
5.11974841,5,82.98247453,174,5020.7408021,13.71,"9/19/2016 4:48:34 PM",0.50843744,"23A42",785.27218155,"2016-09-19T16:48:34.995Z",82.9961156730285
5.11974841,5,76.93005962,174,4651.84452897,13.66,"9/19/2016 4:48:35 PM",0.16843744,"23A42",785.31155163,"2016-09-19T16:48:35.997Z",76.9425778987107
5.08694001,5,88.18781897,174,5336.2984625,13.72,"9/19/2016 4:48:37 PM",359.63278198,"23A42",785.35748339,"2016-09-19T16:48:37.002Z",88.2022665410919
5.08694001,5,81.09773953,174,4914.68054152,13.85,"9/19/2016 4:48:37 PM",359.01278198,"23A42",785.38373011,"2016-09-19T16:48:37.997Z",81.1110591287257
5.18536521,5,79.25345497,174,4809.04658542,13.96,"9/19/2016 4:48:39 PM",358.63278198,"23A42",785.40669599,"2016-09-19T16:48:39.000Z",79.2663540631297
5.08694001,5,83.27567959,174,5053.12224692,13.96,"9/19/2016 4:48:40 PM",358.36278198,"23A42",785.31811331,"2016-09-19T16:48:40.001Z",83.2893942768193
5.08694001,5,80.39059834,174,4876.92371278,13.94,"9/19/2016 4:48:40 PM",358.43278198,"23A42",785.42638103,"2016-09-19T16:48:40.993Z",80.4038419007369
5.08694001,5,88.2844108,174,5355.17687687,13.93,"9/19/2016 4:48:41 PM",358.64278198,"23A42",785.48543615,"2016-09-19T16:48:41.995Z",88.2988647111496
5.08694001,5,82.58823354,174,5009.07261338,13.92,"9/19/2016 4:48:43 PM",358.89278198,"23A42",785.49199783,"2016-09-19T16:48:43.000Z",82.6017184980365
5.05413161,5,82.67772636,174,5016.25390061,13.95,"9/19/2016 4:48:44 PM",358.76278198,"23A42",785.49855951,"2016-09-19T16:48:44.001Z",82.6913119056495
5.15255681,5,79.7675621,174,4845.88038395,14.06,"9/19/2016 4:48:44 PM",359.51278198,"23A42",785.52480623,"2016-09-19T16:48:44.991Z",79.7806437158358
5.02132321,5,75.6689387,174,4602.77659878,14.17,"9/19/2016 4:48:45 PM",0.22656249,"23A42",785.53464875,"2016-09-19T16:48:45.993Z",75.6812864891355
5.15255681,5,80.38048111,174,4889.36905407,14.17,"9/19/2016 4:48:46 PM",0.32656249,"23A42",785.61995058,"2016-09-19T16:48:46.995Z",80.3935911706567
4.95570641,5,84.39520427,174,5128.800523,14.09,"9/19/2016 4:48:47 PM",0.56656249,"23A42",785.5969847,"2016-09-19T16:48:47.998Z",84.4090522856188
5.02132321,5,77.75059271,174,4723.90229875,14.07,"9/19/2016 4:48:48 PM",0.49656249,"23A42",785.65275898,"2016-09-19T16:48:48.993Z",77.7633955041355
5.05413161,5,90.0058548,174,5465.94332857,14.03,"9/19/2016 4:48:49 PM",0.83656249,"23A42",785.6790057,"2016-09-19T16:48:49.995Z",90.0205264285753
5.08694001,5,82.30410972,174,4996.4870038,14,"9/19/2016 4:48:50 PM",0.59656249,"23A42",785.75446502,"2016-09-19T16:48:50.997Z",82.3176019783142
5.05413161,5,86.13261495,174,5225.2644798,13.94,"9/19/2016 4:48:51 PM",0.43656249,"23A42",785.7938351,"2016-09-19T16:48:51.991Z",86.1467933202276
5.15255681,5,80.51219529,174,4883.15638691,13.92,"9/19/2016 4:48:52 PM",0.35656249,"23A42",785.80039678,"2016-09-19T16:48:52.995Z",80.5253068554048
5.05413161,5,74.04765842,174,4490.56062567,13.91,"9/19/2016 4:48:54 PM",0.27656249,"23A42",785.76430754,"2016-09-19T16:48:54.000Z",74.0598398973047
5.08694001,5,83.14552039,174,5040.53663733,13.88,"9/19/2016 4:48:55 PM",359.92184448,"23A42",785.74790334,"2016-09-19T16:48:55.003Z",83.1591983154904
5.11974841,5,81.60975661,174,4945.71105163,13.85,"9/19/2016 4:48:55 PM",0.16406249,"23A42",785.87585609,"2016-09-19T16:48:55.995Z",81.623181436384
5.08694001,5,76.1311388,174,4612.62591157,13.83,"9/19/2016 4:48:56 PM",0.36406249,"23A42",785.81680098,"2016-09-19T16:48:56.998Z",76.1436733333308
5.02132321,5,78.81865923,174,4774.90259347,13.82,"9/19/2016 4:48:57 PM",359.94528198,"23A42",785.83320518,"2016-09-19T16:48:57.993Z",78.831629407135
5.15255681,5,71.64203142,174,4342.65434408,13.87,"9/19/2016 4:48:58 PM",359.32528198,"23A42",785.88569861,"2016-09-19T16:48:58.996Z",71.65379667732
5.11974841,5,82.32036403,174,4995.73088527,13.97,"9/19/2016 4:48:59 PM",357.63528198,"23A42",785.89882197,"2016-09-19T16:48:59.999Z",82.3338559501491
5.11974841,5,80.29744712,174,4883.18625957,14.15,"9/19/2016 4:49:01 PM",355.30528198,"23A42",785.88569861,"2016-09-19T16:49:01.003Z",80.3106399203227
5.15255681,5,75.30551173,174,4584.94836328,14.25,"9/19/2016 4:49:02 PM",354.88528198,"23A42",786.03333641,"2016-09-19T16:49:02.002Z",75.3178778067548
5.08694001,5,81.09739701,174,4933.55895589,14.18,"9/19/2016 4:49:02 PM",354.40528198,"23A42",785.96443877,"2016-09-19T16:49:02.994Z",81.1107336387892
5.15255681,5,66.05626803,174,4013.38298466,14.07,"9/19/2016 4:49:03 PM",354.64528198,"23A42",786.03661725,"2016-09-19T16:49:03.998Z",66.0670497838762
5.08694001,5,80.74922117,174,4902.09493194,14,"9/19/2016 4:49:04 PM",354.88528198,"23A42",785.97756213,"2016-09-19T16:49:04.997Z",80.7624835530345
5.11974841,5,73.53663694,174,4458.01767359,13.88,"9/19/2016 4:49:05 PM",354.71528198,"23A42",786.00708969,"2016-09-19T16:49:05.999Z",73.5487513504925
5.11974841,5,70.66527928,174,4282.94825584,13.86,"9/19/2016 4:49:07 PM",354.82528198,"23A42",785.92178785,"2016-09-19T16:49:07.002Z",70.6768511030762
5.11974841,5,80.2691998,174,4870.68130116,13.96,"9/19/2016 4:49:08 PM",355.34528198,"23A42",785.94475373,"2016-09-19T16:49:08.004Z",80.2822642053269
5.15255681,5,77.44252782,174,4702.9890393,14.03,"9/19/2016 4:49:08 PM",356.41528198,"23A42",785.97100045,"2016-09-19T16:49:08.998Z",77.4551662277052
5.08694001,5,84.1503151,174,5109.75749003,14.02,"9/19/2016 4:49:09 PM",356.60528198,"23A42",786.00708969,"2016-09-19T16:49:09.999Z",84.1641664737125
5.15255681,5,87.60092062,174,5318.04308803,14,"9/19/2016 4:49:11 PM",357.28528198,"23A42",785.88897945,"2016-09-19T16:49:11.001Z",87.6152692663946
5.15255681,5,76.36159232,174,4634.64970055,13.98,"9/19/2016 4:49:11 PM",357.83528198,"23A42",785.87585609,"2016-09-19T16:49:11.994Z",76.3740550270711
