"county","state","stco","ppt","whc","sand","silt","clay","om","kwfactor","kffactor","sph","slope","tfactor","corn","soybean","cotton","wheat","rm_range"
"Adams","WI",55001,548.244297056579,15.6721180768552,78.3825379940586,11.7181500676609,9.89931193828048,438.340153847781,0.117065128636369,0.117940798969525,6.068121047774,65.2119144118851,4.52199541939628,112.78,34.0885714285714,NA,40.325,"91-100"
"Addison","VT",50001,525.451767991816,17.8166378983222,17.991840136078,23.1406869879154,58.8674728760066,265.152076753992,0.454881778301855,0.462638998403849,6.98745086861118,52.5840159032867,2.37627394188325,NA,NA,NA,NA,"80-90"
"Adjuntas","PR",72001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aguada","PR",72003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aguadilla","PR",72005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aguas Buenas","PR",72007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aguijan","MP",69120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aibonito","PR",72009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiken","SC",45003,623.691011117409,18.0207700840784,72.5898325659686,9.95737353266379,17.4527939013676,66.8610082715286,0.151809298142752,0.15184661754811,5.15228186108597,196.406266654689,4.99585706083155,68.6285714285714,20.5971428571429,657.903225806452,34.0444444444444,"111-120"
"Aitkin","MN",27001,485.573672907926,28.308232177753,47.9460997318124,38.0235477166689,14.0303525515187,1760.83549429597,0.311479446157438,0.312697927360018,6.40535240955595,25.4284256960447,3.70064792716726,83.2111111111111,27.9846153846154,NA,30.64,"80-90"
"Alachua","FL",12001,805.783252424363,19.4234260439488,82.3291648099399,6.77791831819223,10.8929168718679,102.216245378309,0.0943940564366841,0.0944189649860977,5.28105354487366,46.966304880544,4.84158395765595,69.028,24.0909090909091,436,NA,"111-120"
"Alamance","NC",37001,613.782635035615,23.1965036979649,40.4153146420342,27.7697626577583,31.8149227002074,61.9082369938147,0.254447718989965,0.259446840558813,5.27457520385553,48.9950502329281,4.29802664778722,79.7882352941176,26.22,NA,42,"111-120"
"Alameda","CA",6001,98.996304589274,20.4011854343753,39.7132650929212,27.0447281784173,33.2420067286615,135.657747118213,0.219879967600587,0.259043153877243,7.38123548041647,60.8861649004677,4.27679592688705,120.472727272727,NA,NA,54.604347826087,NA
"Alamosa","CO",8003,130.471162433556,14.6425337030899,70.2609590581539,17.7205843669932,12.0184565748529,118.302743170647,0.205306875946274,0.230421754462664,8.23703486319422,NA,3.81261631851382,NA,NA,NA,92.6481481481482,"101-110"
"Albany","NY",36001,545.531624872302,17.7071719552703,30.4935406190526,45.7050769786043,23.8013824023431,191.292220116704,0.333938969674706,0.409285100579073,6.25921863557116,60,4.15415785089643,101.2125,37,NA,NA,"91-100"
"Albany","WY",56001,212.983243148429,15.4023792173497,64.3834367098535,20.206362260514,15.4102010296325,132.342371842124,0.164627306949157,0.222115792778252,7.98528403520951,NA,3.75572358557819,NA,NA,NA,33.6666666666667,NA
"Albemarle","VA",51003,609.909743888088,24.9208419104479,31.0954913538718,36.1043326603233,32.8001759858048,94.4317411393247,0.263454384189253,0.297998831568032,5.18118546278363,53.6027077136869,4.2601506721974,87.3571428571429,29.3823529411765,NA,39.5416666666667,"111-120"
"Alcona","MI",26001,432.254227536895,21.7462707182787,44.0579438527495,31.2041976857811,24.7378584614694,235.319949884362,0.324380863111665,0.324654766083244,7.21644061040762,48.4001348084203,4.62349833331157,77.9166666666667,24.4125,NA,47.2478260869565,"80-90"
"Alcorn","MS",28003,713.786083800504,26.9838072250151,25.7305297937881,48.5294054592535,25.7400647469584,67.4133335329938,0.403680016673849,0.403680016673849,5.09069877793442,30.8913189693838,4.09662956796809,93.3484848484848,26.2371428571429,443.533333333333,30.8272727272727,"111-120"
"Aleutians East","AK",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aleutians West","AK",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexander","IL",17003,640.137686722102,31.6414115664362,24.9593991745095,47.9581241080086,27.0824767174818,174.459840242956,0.352643831314118,0.354489096189268,6.50333522137471,47.0457833728596,4.54343829053867,122.24375,33.1903225806452,NA,45.5555555555556,"111-120"
"Alexander","NC",37003,664.496310937682,23.0665326266711,41.5614288148638,29.329177311431,29.1093938737053,76.1921139688101,0.259243200778927,0.268707621837742,5.29510827915866,97.2402205981672,4.71660672541321,78.028125,28.0151515151515,NA,39,"111-120"
"Alexandria City","VA",51510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alfalfa","OK",40003,496.325316659913,28.3146399299673,29.9871575061555,47.1911456535612,22.8216968402832,165.849718114852,0.380665984211723,0.380666059603683,7.30485782282377,88.6744407043379,4.61511248410491,89.0285714285714,24.4764705882353,405.857142857143,33.4888888888889,"111-120"
"Alger","MI",26003,423.644683779758,21.99804677006,71.3358270234791,21.4172879366024,7.24688503991856,518.141558767327,0.226303415261878,0.285345156865942,6.56807554354617,74.8476108826075,4.04979778641415,82.0555555555556,25.6666666666667,NA,33.3375,"80-90"
"Allamakee","IA",19005,599.464190265651,28.6593519140983,10.7371191270694,60.6975106167314,28.5653702561992,125.801417697482,0.440871202722915,0.447446088295639,5.99313296895997,67.8751302235823,4.40057861671191,142.58,43.9028571428571,NA,36.5,"91-100"
"Allegan","MI",26005,523.961599904033,19.5991464447365,63.020361801344,20.8812372087413,16.0984009899147,393.699541875346,0.223270796457642,0.223286156244836,6.72218949471298,72.3535323859981,4.71998605578438,118.326470588235,37.3457142857143,NA,51.937037037037,"91-100"
"Allegany","MD",24001,533.834130746333,15.681959273234,30.7264799085336,46.4304935247555,22.8430265667109,120.583563611155,0.231029086278143,0.387502322690347,5.25924265902629,47.53529276634,3.39973869692803,98.3178571428572,33.5,NA,42.1818181818182,"101-110"
"Allegany","NY",36003,556.329231509675,14.1780347329323,31.7210544692692,48.0556750827738,20.223270447957,229.204030424468,0.252592486665239,0.421369647887436,5.84391143009668,42.7841118293158,3.34455918241746,104.606451612903,32.2666666666667,NA,45.3076923076923,"91-100"
"Alleghany","NC",37005,689.222168975648,24.3510596101142,59.3706733115231,24.515061717399,16.1142649710779,158.456282626017,0.259880647170864,0.2673290899667,5.25768587935568,200,4.76093465408158,51.6,NA,NA,26.7777777777778,"111-120"
"Alleghany","VA",51005,568.319547940988,20.4846609195061,30.796048795341,39.8497972388154,29.3541539658436,83.979636885014,0.269967440338808,0.327674354925083,5.39414265069848,59.8081515415425,4.47648338774258,76.1666666666667,39,NA,28,"101-110"
"Allegheny","PA",42003,551.528543717325,18.43751341734,18.4957175304749,51.9841315662925,29.5201509032326,90.4998497270339,0.276384266710304,0.388224479911878,5.60717401202121,47.4311899727074,3.64078432726476,99.7551724137931,30.8181818181818,NA,39.7055555555556,"101-110"
"Allen","IN",18003,557.192932814668,21.7128541851428,22.5680969546538,42.179876338814,35.2520267065322,434.599186485501,0.309837748427882,0.310902288949995,7.19591214321269,59.4634615038111,4.03060421193108,134.64,42.06,NA,60.1962962962963,"101-110"
"Allen","KS",20001,677.184029590753,21.7142897728396,9.17007955100893,49.8393324703194,40.9905879786717,220.220048141427,0.324687418231571,0.329596835702078,6.60406479365195,75.75415212021,3.64746729881121,89.8264705882353,23.0882352941176,NA,32.9185185185185,"111-120"
"Allen","KY",21003,692.402722877631,25.6990769112236,13.0817242312355,51.0538574442022,35.8644183245623,83.6326289486581,0.286333236779143,0.356792209036091,5.16800707986945,51.1474481249295,4.77624859224729,100.8125,31.9133333333333,NA,42.375,"111-120"
"Allen","LA",22003,740.844403707934,34.2498834425169,19.9557071239202,53.1200552924198,26.92423758366,116.36962050208,0.450173423776445,0.450173423776445,5.65466109836379,35.3974019254215,4.99874550869214,58.4642857142857,23.4296296296296,NA,30.6714285714286,"111-120"
"Allen","OH",39003,561.621579282439,24.2795991900391,23.379928124006,41.5392300083814,35.0808418676126,186.322838574734,0.316434600978406,0.31757184755956,7.21407546628985,49.6944841402733,3.93696434063535,133.348571428571,41.3085714285714,NA,59.4888888888889,"101-110"
"Allendale","SC",45005,638.751077828501,19.5101703606166,67.3196023008143,11.9479542060414,20.7324434931443,68.724814932981,0.17272123673786,0.172776021905395,5.04045637214362,46.0311211248997,4.99965937783852,75.3142857142857,22.2457142857143,668.733333333333,38.0296296296296,"111-120"
"Alpena","MI",26007,419.171744910165,23.2782847706888,54.7798939583298,27.4319032932058,17.7882027484645,265.280344313346,0.312445920315423,0.321213705382058,7.13776988508576,298.426121981834,4.71890263909283,91.4323529411765,27.4692307692308,NA,46.5,"80-90"
"Alpine","CA",6003,133.175771074751,16.1265927953335,62.652163401544,24.0227118728532,13.3251247256028,201.793572509601,0.167793519707297,0.250255981624496,6.82547284058638,NA,4.92370179948586,NA,NA,NA,NA,NA
"Amador","CA",6005,202.671760009282,18.6788057559795,48.83360600119,32.3629680127185,18.8034259860916,69.9686260801642,0.352752387442672,0.385833093381769,6.30258463836105,91,4.10681009100133,159.210526315789,NA,NA,42.4583333333333,NA
"Amelia","VA",51007,594.214113184925,22.6139151865376,39.4329177275807,28.9197474152459,31.6473348571734,55.5766767884296,0.261038745302532,0.261101844155045,5.0605606892309,60.9993200181101,4.84367595660505,88.2228571428571,28.9428571428571,NA,50.0555555555556,"111-120"
"Amherst","VA",51009,607.759598317366,22.2799284228961,29.0217787865164,31.6557644294851,39.3224567839985,75.6603305246822,0.235586935393615,0.242983558022731,5.3816553987251,60.9964680924259,4.64465373867936,41.1111111111111,NA,NA,35.5,"111-120"
"Amite","MS",28005,806.544934306321,26.3078981484038,30.5911405453275,46.8858524465046,22.523007008168,57.4744060564082,0.408591827348953,0.411019302026515,5.09468623350325,28.7542648385913,4.35976641158807,72.2692307692308,20.58,NA,31.9375,"111-120"
"Anasco","PR",72011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchorage","AK",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson","KS",20003,653.655575954561,20.6798872666373,7.7496120680775,50.7357371639576,41.5146507679649,211.072806803863,0.315414575031722,0.328117999937428,6.49270160153297,76.1492663355527,3.92007363151522,87.5735294117647,25.2657142857143,NA,35.9296296296296,"111-120"
"Anderson","KY",21005,675.643077575815,17.9527455660609,13.5578389956474,46.01874444927,40.4234165550827,79.0265376631703,0.258038385898954,0.294399176063557,6.41390738696196,40.5900550910112,2.89531114498325,89.8285714285714,42.2333333333333,NA,NA,"111-120"
"Anderson","SC",45007,594.904948701411,25.9706603068248,40.7906286581143,20.1873784965829,39.0219928453027,38.000027308152,0.195004611875182,0.195004531343247,5.16923354044558,42.3089912417292,4.9579734693053,67.1794117647059,20.9685714285714,468.304347826087,36.4851851851852,"111-120"
"Anderson","TN",47001,695.263940831941,23.2412392873401,18.3251604926917,40.8064228836752,40.8684166236331,63.0809873246356,0.241755243248808,0.320611685085383,5.19859055285541,32.0180695445713,4.29766407437834,77.2,NA,NA,NA,"111-120"
"Anderson","TX",48001,513.835722822475,22.6681974319011,57.4362548824262,17.040593118511,25.5231519990628,142.016873034521,0.213960933319354,0.216717560593164,5.55351103574334,52.1831028979631,4.81638939676279,65.1545454545455,19.55,434.666666666667,29.4923076923077,"111-120"
"Andrew","MO",29003,632.975589122383,31.2938438111733,11.665219073677,55.631971867048,32.702809059275,212.04371700345,0.3752568250351,0.380380300469997,6.32835607593636,53.1664361655459,4.71245627898819,110.433333333333,35.4090909090909,NA,42.5074074074074,"111-120"
"Andrews","TX",48003,221.206446789646,21.8031105450044,66.977167586547,13.2923349712803,19.7304974421727,123.546662807793,0.176341914906676,0.183795497596408,7.43029766815059,64.1240647034588,4.63956818415206,NA,NA,421.862068965517,25.6791666666667,"111-120"
"Androscoggin","ME",23001,614.285608557795,18.57896643686,56.2816089032985,32.0024244294952,11.7159666672062,256.400165667227,0.295301074044861,0.324842627942924,5.37766093792578,27.2760732714786,4.29476609551521,NA,NA,NA,NA,"80-90"
"Angelina","TX",48005,614.920654328529,24.8377149125884,42.8762360958618,32.4948851525188,24.6288787516194,132.795510455896,0.354338688364531,0.354624508937323,5.4162390209716,56.4728978318572,4.10620467245255,NA,NA,NA,25,"111-120"
"Anne Arundel","MD",24003,606.697857600696,27.5402384876479,59.9255534244654,22.57265941472,17.5017871608146,124.840027666376,0.273492220027651,0.279475829990315,4.72361654709112,193.353819139596,4.15293240343613,109.84,33.671875,NA,47.876,"111-120"
"Anoka","MN",27003,551.931212420358,24.7583996591456,75.1605119692494,18.6988222455584,6.14066578519225,1787.77904077115,0.150564295959977,0.151309957883754,6.24846306166153,28.3402319450713,4.43251780245897,101.934285714286,27.7,NA,35.05,"91-100"
"Anson","NC",37007,638.797216888727,18.6823832318204,39.8301596116818,31.5154410915177,28.6543992968005,50.8281651682405,0.257901622452766,0.31276389766965,4.92214432614203,50.3922584419123,3.68712596102494,86.2257142857143,28.6514285714286,615.034482758621,40.3703703703704,"111-120"
"Antelope","NE",31003,485.36760114975,25.0030032610636,54.2989162805243,31.0156152327695,14.6854684867062,124.002982651513,0.248814279246928,0.248855871451081,6.92853028166416,62.0868873459418,4.90945217811281,143.565714285714,44.0285714285714,NA,38.515,"101-110"
"Antrim","MI",26009,412.696847467113,14.6790937927084,77.5928312927915,12.6524271047694,9.75474160243907,223.166531974497,0.149769317945258,0.152648972991465,6.59743241803258,96.6186867803348,4.92177848614167,94.7363636363636,29.8428571428571,NA,34.9785714285714,"80-90"
"Apache","AZ",4001,140.092752408112,19.7300788499095,53.4317840972693,26.6165182036968,19.9516976990339,53.7037774042752,0.260546696823313,0.267233893589567,8.27582966900571,145.928697327209,4.61281051836228,75,NA,NA,43.6666666666667,NA
"Appanoose","IA",19007,659.338478115724,28.7659908098218,15.3467446828779,47.4880221922746,37.1652331248475,153.593928264415,0.355392468673894,0.355393971567676,6.13272780116221,59.0019564020111,4.02580618401653,112.405714285714,36.1485714285714,NA,34.8833333333333,"111-120"
"Appling","GA",13001,673.329666595673,19.7652627335878,65.8322190760251,14.0236043156682,20.1441766083067,113.952045269348,0.195768109312062,0.195780874527399,5.01740861879363,43.0624687541979,4.91769806348462,81.0151515151515,28.221875,684.870967741935,36.4608695652174,"111-120"
"Appomattox","VA",51011,595.703704047646,17.2433205764835,31.3070744066454,31.4184563797064,37.2744692136481,58.955973369148,0.251835402853578,0.275503440124919,5.37788595731426,61,4.17851690468844,69.7451612903226,27.6794117647059,NA,41.7692307692308,"111-120"
"Aransas","TX",48007,451.2901772341,22.7362006673718,32.0021572216107,24.3918874500429,43.6059553283464,167.081621224749,0.254139214627547,0.255056186286876,7.94717937427173,32.2804342722851,4.69010376781863,49.4,NA,648,NA,"111-120"
"Arapahoe","CO",8005,312.724809537473,21.3419085693187,41.8309294683033,34.2896046360875,23.8794658956092,102.453465347505,0.310418500243716,0.317333031466147,7.79570826726989,88.6343037586552,4.38126142361645,95.0277777777778,NA,NA,27.3148148148148,"91-100"
"Archer","TX",48009,430.06335294349,27.3997038496634,30.1436879197768,31.8248442361042,38.031467844119,124.152697818577,0.278990985733344,0.279805672641727,7.62703950426071,55.8731855240858,4.59988492872275,NA,NA,225.5,27.9259259259259,"111-120"
"Archuleta","CO",8007,256.93091170438,20.4049661551228,35.523384580361,31.5771230575056,32.8994923621334,185.171740189792,0.261340042674615,0.281988217212476,7.57525606187767,73.1171494767614,4.20811443572478,NA,NA,NA,37.0416666666667,"101-110"
"Arecibo","PR",72013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arenac","MI",26011,468.20154040861,22.0458069573742,44.183873086305,29.1148757920606,26.7012511216344,398.180031151295,0.26943143077816,0.269483539453103,7.24414037932728,43.851589026503,4.72418916403809,117.3,34.4029411764706,NA,61.2666666666667,"80-90"
"Arkansas","AR",5001,617.558025101829,37.3580726658445,15.3427026588332,54.2256425689401,30.4316547722268,123.576911287986,0.442110685636477,0.442110685636477,5.80052707204991,71.2298813529022,4.19833575870348,141.773076923077,38.3714285714286,786,55.3074074074074,"111-120"
"Arlington","VA",51013,567.854549730777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111-120"
"Armstrong","PA",42005,610.150789633273,16.3681455380281,24.5696279316811,50.5929255370494,24.8374465312696,101.273210250001,0.24186843137679,0.407767758854575,5.09952799194656,76.3224887855719,3.20058894528463,103.162857142857,33.5363636363636,NA,40.8888888888889,"101-110"
"Armstrong","TX",48011,364.585306848225,36.4067012838378,25.2054848835083,31.2712494560187,43.523265660473,215.557163169963,0.267211031999111,0.267242596622089,7.651727285261,36.9657193583631,4.98284967694168,172.033333333333,33.8666666666667,457.647058823529,24.7222222222222,"111-120"
"Aroostook","ME",23003,529.623226594339,20.8226723623192,43.0105406868133,40.7935020811203,16.1959572320664,294.047949268556,0.202849584359052,0.377112799937209,5.98170991909646,35.8433277316505,3.66479706474701,NA,NA,NA,NA,"80-90"
"Arroyo","PR",72015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arthur","NE",31005,381.789111793815,17.4282205324973,91.2369211837297,3.81102452480585,4.95205429146441,137.240317190851,0.0728672827168527,0.0728672827168527,6.87443257903652,52.195870979156,4.91644486646413,126.02962962963,40.5,NA,35.1,"91-100"
"Ascension","LA",22005,823.311029833884,34.0668611225223,11.5478431789698,51.8654096636368,36.5867471573934,127.593264565363,0.400666629789682,0.400666629789682,7.0289550735726,43.6181255438791,4.76919217724154,78.625,32.2166666666667,NA,34.9166666666667,"111-120"
"Ashe","NC",37009,676.685700641747,26.1678748121366,58.0176934730229,23.8118525002134,18.1704540267637,221.322949506592,0.227158010475303,0.255487976690996,5.36621662721852,15,4.8226207302908,48.6133333333333,23,NA,NA,"111-120"
"Ashland","OH",39005,571.380645337024,19.6373846207191,32.8040423773083,42.2750111139572,24.9209465087345,150.431445268653,0.358723236377622,0.371925315646467,6.18399620513691,46.1440404231143,4.39673556875413,118.532352941176,38.2485714285714,NA,49.2222222222222,"101-110"
"Ashland","WI",55003,495.915812885922,21.1177823513686,43.1036950908724,32.2011219486858,24.6951829604418,274.187870149076,0.29774561066443,0.311186399720053,6.6384585779211,62.6781655963368,4.26528846304393,88.7842105263158,24,NA,32.8285714285714,"80-90"
"Ashley","AR",5003,649.60716840211,33.6184081955277,11.4398971128838,50.6960529280647,37.8640499590516,113.031702750292,0.405900392314205,0.405990598354853,6.0858808766381,72.6954651962777,4.92023672309065,127.631818181818,30.4485714285714,909.090909090909,40.5538461538462,"111-120"
"Ashtabula","OH",39007,592.641840146751,26.2230045221905,23.2944253059441,53.1295078772306,23.5760668168252,199.199342499113,0.421141182938102,0.441200861757789,6.64807507583713,37.4865729837064,4.430113019037,114.845714285714,36.1057142857143,NA,47.5923076923077,"91-100"
"Asotin","WA",53003,219.142560604746,14.6276198832264,22.0855875493435,51.530997470928,26.3834149797285,157.465135401356,0.295565390879599,0.392794600351872,7.7668525888958,NA,2.37537475871967,NA,NA,NA,46.72,NA
"Assumption","LA",22007,862.704136913975,38.6085325755654,11.4602084336573,51.9343079119866,36.6054836543561,179.890880748866,0.372974103227044,0.372974103227044,7.31741639146446,49.5607897792888,4.99943969595975,90,34.7272727272727,NA,30.8666666666667,"111-120"
"Atascosa","TX",48013,374.007458325412,23.9636004601351,52.5975145543889,17.5310554458867,29.8714299997244,161.804740036987,0.217545926412572,0.221120841631791,7.22817550158936,77.1075728813437,4.79391146912841,78.7933333333333,NA,774.2,20.3444444444444,"111-120"
"Atchison","KS",20005,626.974465110353,30.0475496013376,15.8237869418648,48.9173493988842,35.258863659251,172.24338281663,0.350876282055085,0.351910247255091,6.85744855240618,51.4658891133973,4.92473179560721,100.38,32.7057142857143,NA,36.2407407407407,"111-120"
"Atchison","MO",29005,596.396457906773,32.6381898539431,12.1013344631342,59.639057689745,28.2596078471208,211.941644175633,0.418359675314902,0.418359675314902,6.78813182408302,44.8418561739725,4.84374631597817,125.747058823529,40.4588235294118,NA,40.0809523809524,"111-120"
"Athens","OH",39009,584.505537862718,22.6052739304042,19.533057678376,49.9438963645667,30.5230459570573,104.078789802766,0.327562986637928,0.380693127822969,5.85216729183909,41.5688792965959,4.18131229881951,113.342857142857,41.2,NA,43.4,"111-120"
"Atkinson","GA",13003,650.758065616432,16.2081136492077,70.4670459165685,12.8658118202355,16.667142263196,149.11517921361,0.169910096852748,0.169913851660369,5.10938837734474,44.0259795376637,4.94185693326478,99.4969696969697,27.6434782608696,746.575757575758,36.66,"111-120"
"Atlantic","NJ",34001,619.182956713514,17.5959361471984,81.6940878782017,10.8453737248294,7.46053839696892,218.115102535975,0.10290264777915,0.111452120171478,4.83154743399863,129.953484853422,4.49980781496604,86.2928571428571,24.75,NA,44,"111-120"
"Atoka","OK",40005,619.134201497573,26.5823788949697,39.8561968888753,29.1449495965112,30.9988535146135,108.831895025026,0.276421019331358,0.281037211212994,5.85704397948972,71.9556551859756,4.26641757049413,62.5,21.7,NA,27.5818181818182,"111-120"
"Attala","MS",28007,697.720360624033,26.9051146953433,29.8352003504464,48.3101695068691,21.8546301426845,61.2617418103487,0.42555554407823,0.425555861465678,5.08421284727573,28.1420461086005,4.63006398620883,84.0035714285714,25.4190476190476,667.6875,32.275,"111-120"
"Audrain","MO",29007,621.563476079538,31.7244872130153,9.32383907151852,54.1738940593648,36.5022668691167,142.785773631181,0.381313095241366,0.381794085584371,5.53962624591911,40.9206123096764,3.83960052701388,109.151428571429,33.4828571428571,NA,49.2185185185185,"111-120"
"Audubon","IA",19009,598.646229499068,34.6746436039552,8.56691239220609,60.9653267699357,30.4677608378582,244.400124888682,0.415825683593897,0.415825683593897,6.47149661369624,48.0332668765952,4.77631214596927,140.26,44.5914285714286,NA,39.3,"101-110"
"Auglaize","OH",39011,575.023422304786,21.7021276083306,20.9506698678389,43.4636295158249,35.5857006163362,196.800330469502,0.324791008991609,0.326885118257957,7.20091842930956,51.3741899741319,3.88799920253061,131.214285714286,41.5257142857143,NA,59.8333333333333,"101-110"
"Augusta","VA",51015,548.672939361248,20.477546840285,26.6988884239321,33.4842950990576,39.8168164770103,75.159835832379,0.205370729918527,0.242090744427925,5.37120859769232,45.9131938823712,4.44925797556123,104.257575757576,32.9375,NA,54.9074074074074,"101-110"
"Aurora","SD",46003,423.795528920829,25.9191470332118,32.7475194159496,36.7440365351004,30.50844404895,184.094328222912,0.309155847178422,0.309830053055243,7.66543777778052,60,3.93147572542268,76.9647058823529,29.2058823529412,NA,37.137037037037,"91-100"
