"stco","crop","yield","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor","ppt","County","State","corn_maturity_zone","gdd","perc_acres_corn_grain","perc_acres_corn_silage","total_corn_perc_acres"
1011,"corn",60,22.8694222692337,37.0018911319467,26.7223677642912,36.2757411037621,123.350677658258,0.232766837188236,0.234894218117624,5.65458694184038,45.6814547780953,4.99001887700637,663.643591272493,"bullock","AL",8,5621.35674281898,4.82,0,4.82
1011,"soybean",21,22.8694222692337,37.0018911319467,26.7223677642912,36.2757411037621,123.350677658258,0.232766837188236,0.234894218117624,5.65458694184038,45.6814547780953,4.99001887700637,663.643591272493,"bullock","AL",8,5621.35674281898,4.82,0,4.82
1013,"corn",67,24.4667389150864,50.4907769059568,21.2334626327417,28.2757604613015,71.8238527878781,0.22081722953094,0.220817233925488,5.01502635391198,63.2829935947837,4.85745514902265,756.851707025715,"butler","AL",8,5800.87779115386,9.79,1,10.79
1013,"soybean",24,24.4667389150864,50.4907769059568,21.2334626327417,28.2757604613015,71.8238527878781,0.22081722953094,0.220817233925488,5.01502635391198,63.2829935947837,4.85745514902265,756.851707025715,"butler","AL",8,5800.87779115386,9.79,1,10.79
1015,"corn",90,22.522884160497,25.8442292875683,40.3938646473611,33.7619060650706,94.845009951365,0.249194685801171,0.312454606599034,5.20793025691905,39.0860324175986,4.36306753113233,706.420622345038,"calhoun","AL",8,4850.79897451349,7.1,0.3,7.4
1015,"soybean",23.8,22.522884160497,25.8442292875683,40.3938646473611,33.7619060650706,94.845009951365,0.249194685801171,0.312454606599034,5.20793025691905,39.0860324175986,4.36306753113233,706.420622345038,"calhoun","AL",8,4850.79897451349,7.1,0.3,7.4
1017,"corn",40,21.1782587743964,44.8816759706242,22.7010243332122,32.4172996961636,79.8780160134661,0.215128657184789,0.22619975132734,5.35371055757316,37.5819734933373,4.91411317454059,628.661061627184,"chambers","AL",8,5101.73975175133,5.97,1,6.97
1017,"soybean",21.1,21.1782587743964,44.8816759706242,22.7010243332122,32.4172996961636,79.8780160134661,0.215128657184789,0.22619975132734,5.35371055757316,37.5819734933373,4.91411317454059,628.661061627184,"chambers","AL",8,5101.73975175133,5.97,1,6.97
1019,"corn",73.15,22.1816440790407,31.049899474964,37.1231706448445,31.8269298801915,89.0187744214918,0.259681529038187,0.303349268779143,4.96923362268077,38.5147752252225,4.14943756524084,679.335740772781,"cherokee","AL",8,4696.7625549066,8.82,1,9.82
1019,"soybean",27.05,22.1816440790407,31.049899474964,37.1231706448445,31.8269298801915,89.0187744214918,0.259681529038187,0.303349268779143,4.96923362268077,38.5147752252225,4.14943756524084,679.335740772781,"cherokee","AL",8,4696.7625549066,8.82,1,9.82
1021,"corn",42.1,21.5185482873783,52.1076531607286,24.6845033851359,23.2078434541355,50.1726582848551,0.236859352464825,0.26955322951242,4.95938711905737,34.4051159299497,4.73745036114073,681.808042270496,"chilton","AL",8,5407.95637030392,2.04,1,3.04
1021,"soybean",23.3,21.5185482873783,52.1076531607286,24.6845033851359,23.2078434541355,50.1726582848551,0.236859352464825,0.26955322951242,4.95938711905737,34.4051159299497,4.73745036114073,681.808042270496,"chilton","AL",8,5407.95637030392,2.04,1,3.04
1023,"corn",51.4,24.458951275929,44.9117710367094,29.9277225332884,25.1605064300023,36.0039200236148,0.301206674066898,0.301415299018639,5.21950019429506,43.7370532029806,4.66717305564082,708.316762921516,"choctaw","AL",8,5771.90741183386,1.36,0,1.36
1023,"soybean",22,24.458951275929,44.9117710367094,29.9277225332884,25.1605064300023,36.0039200236148,0.301206674066898,0.301415299018639,5.21950019429506,43.7370532029806,4.66717305564082,708.316762921516,"choctaw","AL",8,5771.90741183386,1.36,0,1.36
1025,"corn",59.2,27.0145618449735,55.2108666357809,22.4398100526947,22.3493233115244,76.3265153026921,0.24807485238139,0.252283721642852,5.03469724574647,33.4505040938209,4.91794732197275,737.977873326225,"clarke","AL",8,5920.34451933913,1.26,0,1.26
1025,"soybean",26.1,27.0145618449735,55.2108666357809,22.4398100526947,22.3493233115244,76.3265153026921,0.24807485238139,0.252283721642852,5.03469724574647,33.4505040938209,4.91794732197275,737.977873326225,"clarke","AL",8,5920.34451933913,1.26,0,1.26
1027,"corn",37.3,24.2619127466218,47.6671192643419,27.0467281662371,25.286152569421,49.6863204086804,0.254622750444599,0.260984225866607,5.12356892995652,36.5770349581229,4.755366075928,703.294224282227,"clay","AL",8,4763.11201524524,1.03,0,1.03
1027,"soybean",NA,24.2619127466218,47.6671192643419,27.0467281662371,25.286152569421,49.6863204086804,0.254622750444599,0.260984225866607,5.12356892995652,36.5770349581229,4.755366075928,703.294224282227,"clay","AL",8,4763.11201524524,1.03,0,1.03
1029,"corn",68,21.399616892659,43.5372875072759,31.664972272089,24.797740220635,50.8260824304753,0.275762389693534,0.306878750945404,5.17269937550197,29.1471153534643,4.53026073128694,700.99204993862,"cleburne","AL",8,4514.29287008642,6.94,0,6.94
1029,"soybean",24.7,21.399616892659,43.5372875072759,31.664972272089,24.797740220635,50.8260824304753,0.275762389693534,0.306878750945404,5.17269937550197,29.1471153534643,4.53026073128694,700.99204993862,"cleburne","AL",8,4514.29287008642,6.94,0,6.94
1031,"corn",73,23.5958180687421,59.9313811834558,16.8131458023975,23.2554730141467,69.0504741688182,0.202356778790009,0.204673371211741,5.08407162541727,73.1656937294291,4.94071735462172,720.508466045437,"coffee","AL",8,6069.8566140114,5.31,0.38,5.69
1031,"soybean",24.55,23.5958180687421,59.9313811834558,16.8131458023975,23.2554730141467,69.0504741688182,0.202356778790009,0.204673371211741,5.08407162541727,73.1656937294291,4.94071735462172,720.508466045437,"coffee","AL",8,6069.8566140114,5.31,0.38,5.69
1033,"corn",99.5,32.4098992185238,16.1054201410109,42.0768022204941,41.8177776384949,82.9713720916764,0.260614264397756,0.266647389017849,5.21267312957653,50.785684893303,4.7636056790564,680.655431483321,"colbert","AL",8,4794.40327145403,37.17,0,37.17
1033,"soybean",28,32.4098992185238,16.1054201410109,42.0768022204941,41.8177776384949,82.9713720916764,0.260614264397756,0.266647389017849,5.21267312957653,50.785684893303,4.7636056790564,680.655431483321,"colbert","AL",8,4794.40327145403,37.17,0,37.17
1035,"corn",66.75,25.0787124101472,52.0115551488465,20.7330243076711,27.2554205434824,52.2908137299445,0.219020708561512,0.220733982013855,5.12909061496668,60.4636430504197,4.94862165641905,798.674005626616,"conecuh","AL",8,5930.54227859339,8.96,1,9.96
1035,"soybean",23.85,25.0787124101472,52.0115551488465,20.7330243076711,27.2554205434824,52.2908137299445,0.219020708561512,0.220733982013855,5.12909061496668,60.4636430504197,4.94862165641905,798.674005626616,"conecuh","AL",8,5930.54227859339,8.96,1,9.96
1037,"corn",NA,24.9794586950117,45.4893733580933,28.0854994783303,26.4251271635763,81.5503044622074,0.268714689610998,0.278565245000531,5.30024725561003,36.7012697748059,4.50114029636473,663.199028867078,"coosa","AL",8,5241.9940100014,0.79,0,0.79
1037,"soybean",22.5,24.9794586950117,45.4893733580933,28.0854994783303,26.4251271635763,81.5503044622074,0.268714689610998,0.278565245000531,5.30024725561003,36.7012697748059,4.50114029636473,663.199028867078,"coosa","AL",8,5241.9940100014,0.79,0,0.79
1039,"corn",66,20.9074434286767,63.3440404104646,15.0088452164547,21.6471143730807,94.0174696882495,0.185314270043201,0.185824753869929,5.15539016935802,62.6570253335997,4.98741207202653,752.288675921244,"covington","AL",8,6114.07580922808,7.88,1,8.88
1039,"soybean",26.85,20.9074434286767,63.3440404104646,15.0088452164547,21.6471143730807,94.0174696882495,0.185314270043201,0.185824753869929,5.15539016935802,62.6570253335997,4.98741207202653,752.288675921244,"covington","AL",8,6114.07580922808,7.88,1,8.88
1041,"corn",67,23.9496888277922,61.1205127279215,15.3794391984052,23.5000480736733,67.831815298341,0.19997121065258,0.199972820505385,5.06766149523959,66.2145388542129,4.96378834778692,708.407266547372,"crenshaw","AL",8,5797.91608199419,13.51,0.96,14.47
1041,"soybean",21.4,23.9496888277922,61.1205127279215,15.3794391984052,23.5000480736733,67.831815298341,0.19997121065258,0.199972820505385,5.06766149523959,66.2145388542129,4.96378834778692,708.407266547372,"crenshaw","AL",8,5797.91608199419,13.51,0.96,14.47
1043,"corn",88.35,16.1863840793931,39.0976661706534,34.4808007295012,26.4215330998454,71.0841681570115,0.292395166886103,0.310317717841464,4.94193469964462,37.4619022584891,3.03917142989242,730.56061207003,"cullman","AL",8,4717.27544243503,10.52,1.49,12.01
1043,"soybean",27.05,16.1863840793931,39.0976661706534,34.4808007295012,26.4215330998454,71.0841681570115,0.292395166886103,0.310317717841464,4.94193469964462,37.4619022584891,3.03917142989242,730.56061207003,"cullman","AL",8,4717.27544243503,10.52,1.49,12.01
1045,"corn",68,21.6762284107653,65.3003036732983,14.2006430049733,20.4990533217284,63.8572561362192,0.20489838939697,0.205068020588038,5.08945188733208,72.1548936663263,4.90316900903666,690.016866469118,"dale","AL",8,6127.14186283126,6.23,1,7.23
1045,"soybean",20.2,21.6762284107653,65.3003036732983,14.2006430049733,20.4990533217284,63.8572561362192,0.20489838939697,0.205068020588038,5.08945188733208,72.1548936663263,4.90316900903666,690.016866469118,"dale","AL",8,6127.14186283126,6.23,1,7.23
1047,"corn",70,25.4826781326938,35.7969806962925,29.0584101500569,35.1446091536506,89.4797333396326,0.240044927907319,0.240218762005547,5.99659993140729,49.3220137116963,4.50398650497037,652.587450763419,"dallas","AL",8,5780.39320304792,9.39,0.14,9.53
1047,"soybean",22.2,25.4826781326938,35.7969806962925,29.0584101500569,35.1446091536506,89.4797333396326,0.240044927907319,0.240218762005547,5.99659993140729,49.3220137116963,4.50398650497037,652.587450763419,"dallas","AL",8,5780.39320304792,9.39,0.14,9.53
1049,"corn",87,16.5249793142297,43.0986308896032,33.2516820406436,23.6496870697531,82.4360471244383,0.293594828205988,0.306222355705625,4.77896726531652,40.0294372872733,2.86430171980489,678.257279624413,"de kalb","AL",8,4299.71672492096,20.75,0,20.75
1049,"soybean",25,16.5249793142297,43.0986308896032,33.2516820406436,23.6496870697531,82.4360471244383,0.293594828205988,0.306222355705625,4.77896726531652,40.0294372872733,2.86430171980489,678.257279624413,"de kalb","AL",8,4299.71672492096,20.75,0,20.75
1051,"corn",78.15,20.4212522326676,53.2344913635614,20.7371881595111,26.0283204769275,93.6341951052386,0.220841475180133,0.223625066403838,5.15579171117822,44.4468825025422,4.32552955792598,632.76860837628,"elmore","AL",8,5588.27053287224,9.4,0.06,9.46
1051,"soybean",24,20.4212522326676,53.2344913635614,20.7371881595111,26.0283204769275,93.6341951052386,0.220841475180133,0.223625066403838,5.15579171117822,44.4468825025422,4.32552955792598,632.76860837628,"elmore","AL",8,5588.27053287224,9.4,0.06,9.46
1053,"corn",89.8,26.1165456503938,50.4715952524569,24.7522838968161,24.776120850727,153.711112395672,0.200361233221437,0.200945610798704,5.11894563462105,80.0321816383512,4.97074762024532,831.26158702666,"escambia","AL",8,6114.08363744225,5.26,1,6.26
1053,"soybean",30.85,26.1165456503938,50.4715952524569,24.7522838968161,24.776120850727,153.711112395672,0.200361233221437,0.200945610798704,5.11894563462105,80.0321816383512,4.97074762024532,831.26158702666,"escambia","AL",8,6114.08363744225,5.26,1,6.26
1055,"corn",83.5,19.0206734071336,31.6278974951404,38.7486247630189,29.6234777418407,93.7974148307014,0.271488351830862,0.309122387041904,4.94532100399935,39.3969994509899,3.86175843953942,689.245731809772,"etowah","AL",8,4858.43580729677,10.9,1,11.9
1055,"soybean",24.25,19.0206734071336,31.6278974951404,38.7486247630189,29.6234777418407,93.7974148307014,0.271488351830862,0.309122387041904,4.94532100399935,39.3969994509899,3.86175843953942,689.245731809772,"etowah","AL",8,4858.43580729677,10.9,1,11.9
1057,"corn",78.8,22.7727567721077,46.4428531183474,31.3745245976461,22.1826222840065,57.2838017920095,0.310938197300539,0.322252405034854,4.86245424716356,47.1600124280779,4.3952681666098,716.445357311001,"fayette","AL",8,4988.54400779531,8.56,1.72,10.28
1057,"soybean",23,22.7727567721077,46.4428531183474,31.3745245976461,22.1826222840065,57.2838017920095,0.310938197300539,0.322252405034854,4.86245424716356,47.1600124280779,4.3952681666098,716.445357311001,"fayette","AL",8,4988.54400779531,8.56,1.72,10.28
1059,"corn",72.2,19.7680244029875,39.2061066969225,32.2284180170762,28.5654752860012,69.6183073973026,0.272260190930939,0.296240438557218,5.20678873362466,38.6094189434493,4.00831638222438,710.435231791953,"franklin","AL",8,4761.721590311,18.18,0.98,19.16
1059,"soybean",25.4,19.7680244029875,39.2061066969225,32.2284180170762,28.5654752860012,69.6183073973026,0.272260190930939,0.296240438557218,5.20678873362466,38.6094189434493,4.00831638222438,710.435231791953,"franklin","AL",8,4761.721590311,18.18,0.98,19.16
1061,"corn",67.25,20.0085156427061,61.2560706109058,16.1289472268484,22.6149821622457,87.2411052046667,0.197671470255827,0.198570081876759,5.15077809211128,67.4096356325358,4.88248965974853,729.065048530004,"geneva","AL",8,6163.39825781796,5.79,1,6.79
1061,"soybean",24.7,20.0085156427061,61.2560706109058,16.1289472268484,22.6149821622457,87.2411052046667,0.197671470255827,0.198570081876759,5.15077809211128,67.4096356325358,4.88248965974853,729.065048530004,"geneva","AL",8,6163.39825781796,5.79,1,6.79
1063,"corn",51.4,22.5597848604166,31.2069504369084,32.2152811840166,36.577768379075,96.6926035130626,0.264922341147037,0.272643904241896,6.13174761223516,47.768450932567,4.35649938086975,679.887741951059,"greene","AL",8,5581.60136838096,5,0,5
1063,"soybean",22,22.5597848604166,31.2069504369084,32.2152811840166,36.577768379075,96.6926035130626,0.264922341147037,0.272643904241896,6.13174761223516,47.768450932567,4.35649938086975,679.887741951059,"greene","AL",8,5581.60136838096,5,0,5
1065,"corn",74.2,20.81842037743,25.8367927804009,32.0557103595282,42.1074968600709,123.180629174995,0.259155427507533,0.278690218708529,6.70705210386103,49.8873236568253,4.1470830064959,675.045301985925,"hale","AL",8,5628.26971302313,1.04,1,2.04
1065,"soybean",23.4,20.81842037743,25.8367927804009,32.0557103595282,42.1074968600709,123.180629174995,0.259155427507533,0.278690218708529,6.70705210386103,49.8873236568253,4.1470830064959,675.045301985925,"hale","AL",8,5628.26971302313,1.04,1,2.04
1067,"corn",67.5,20.9457058873873,61.2171251106081,14.8959051557289,23.886969733663,88.2459110458696,0.192362774628088,0.19566845731068,5.1777724201933,80.2124273098758,4.9233536131664,677.039543286913,"henry","AL",8,6097.23382765889,6.7,0,6.7
1067,"soybean",23.7,20.9457058873873,61.2171251106081,14.8959051557289,23.886969733663,88.2459110458696,0.192362774628088,0.19566845731068,5.1777724201933,80.2124273098758,4.9233536131664,677.039543286913,"henry","AL",8,6097.23382765889,6.7,0,6.7
1069,"corn",78,21.1940040479559,63.5577956486602,12.2664078380021,24.1757965133377,60.2571956583286,0.180858441020212,0.180868029753028,5.20923791537961,59.020965915924,4.94336425222409,713.666404674681,"houston","AL",8,6407.54217625499,2.38,0,2.38
1069,"soybean",24.4,21.1940040479559,63.5577956486602,12.2664078380021,24.1757965133377,60.2571956583286,0.180858441020212,0.180868029753028,5.20923791537961,59.020965915924,4.94336425222409,713.666404674681,"houston","AL",8,6407.54217625499,2.38,0,2.38
1071,"corn",92.5,20.9780548491717,33.0296293954547,36.1258840660129,30.8444865385324,83.1237409296213,0.285133089779994,0.297812501268605,5.27635582403053,36.1257967283668,4.09000303853501,682.80246642506,"jackson","AL",8,4364.51953049021,30.65,0,30.65
1071,"soybean",26.25,20.9780548491717,33.0296293954547,36.1258840660129,30.8444865385324,83.1237409296213,0.285133089779994,0.297812501268605,5.27635582403053,36.1257967283668,4.09000303853501,682.80246642506,"jackson","AL",8,4364.51953049021,30.65,0,30.65
1073,"corn",55,17.7319734106473,36.806697911614,35.9129786964868,27.2803233918992,88.8045237800021,0.245372610249046,0.313673823488093,5.21467210708304,30.7593341304642,3.96567154746158,757.909184755153,"jefferson","AL",8,5281.57041502357,2.35,0,2.35
1073,"soybean",25,17.7319734106473,36.806697911614,35.9129786964868,27.2803233918992,88.8045237800021,0.245372610249046,0.313673823488093,5.21467210708304,30.7593341304642,3.96567154746158,757.909184755153,"jefferson","AL",8,5281.57041502357,2.35,0,2.35
1075,"corn",73,28.0224736914557,45.4925456782979,28.4668636802369,26.0405906414652,101.523769108819,0.284169936897777,0.286616511530399,4.80254850637841,27.5223265735847,4.67955828581957,759.879127358222,"lamar","AL",8,5058.57904790118,7.54,1,8.54
1075,"soybean",22.45,28.0224736914557,45.4925456782979,28.4668636802369,26.0405906414652,101.523769108819,0.284169936897777,0.286616511530399,4.80254850637841,27.5223265735847,4.67955828581957,759.879127358222,"lamar","AL",8,5058.57904790118,7.54,1,8.54
1077,"corn",92,28.2906475472861,17.424139696089,45.959157018842,36.616703285069,66.7692302554975,0.287188345499031,0.335674024128978,5.03969281898357,42.7206510068305,4.59650363500457,703.859663890349,"lauderdale","AL",8,4703.85923579329,28.56,0.24,28.8
1077,"soybean",27,28.2906475472861,17.424139696089,45.959157018842,36.616703285069,66.7692302554975,0.287188345499031,0.335674024128978,5.03969281898357,42.7206510068305,4.59650363500457,703.859663890349,"lauderdale","AL",8,4703.85923579329,28.56,0.24,28.8
1079,"corn",92,23.1124860132955,23.2020842277382,41.4431924182748,35.3547233539869,81.4070900248272,0.304138009547262,0.316159097398584,5.53562719085153,42.6946448924252,4.10888105701883,697.7081245288,"lawrence","AL",8,4801.13550478511,34.6,1,35.6
1079,"soybean",26.65,23.1124860132955,23.2020842277382,41.4431924182748,35.3547233539869,81.4070900248272,0.304138009547262,0.316159097398584,5.53562719085153,42.6946448924252,4.10888105701883,697.7081245288,"lawrence","AL",8,4801.13550478511,34.6,1,35.6
1081,"corn",45,20.9635464203426,52.8527821460713,19.8909035565334,27.2563142973953,84.0117067273655,0.206710940484333,0.207213697383215,5.27704323973745,42.913544425847,4.94601690204712,631.327664504749,"lee","AL",8,5423.49056368094,1.28,0,1.28
1081,"soybean",20.4,20.9635464203426,52.8527821460713,19.8909035565334,27.2563142973953,84.0117067273655,0.206710940484333,0.207213697383215,5.27704323973745,42.913544425847,4.94601690204712,631.327664504749,"lee","AL",8,5423.49056368094,1.28,0,1.28
1083,"corn",93.9,26.0817896202667,17.5829769902895,45.6377982997125,36.779224709998,85.8671012338887,0.296488557509536,0.329092727320627,5.17041962182499,51.218291331736,4.68643315987208,688.93152490799,"limestone","AL",8,4722.34585165327,20.76,1,21.76
1083,"soybean",28.2,26.0817896202667,17.5829769902895,45.6377982997125,36.779224709998,85.8671012338887,0.296488557509536,0.329092727320627,5.17041962182499,51.218291331736,4.68643315987208,688.93152490799,"limestone","AL",8,4722.34585165327,20.76,1,21.76
1085,"corn",57.5,25.880688535453,33.0487117578339,28.8599430893144,38.0913451528516,100.198068040513,0.25625883851423,0.256445359977107,6.51263027193921,51.494782964587,4.22060323950212,673.691182999429,"lowndes","AL",8,5872.47145125942,8.11,1.15,9.26
1085,"soybean",23.5,25.880688535453,33.0487117578339,28.8599430893144,38.0913451528516,100.198068040513,0.25625883851423,0.256445359977107,6.51263027193921,51.494782964587,4.22060323950212,673.691182999429,"lowndes","AL",8,5872.47145125942,8.11,1.15,9.26
1087,"corn",42.2,25.5602978298109,47.4607507754912,21.571224534581,30.9680246899277,72.0649587981358,0.22826555659828,0.22908780525621,5.35243807968638,55.9562135651111,4.94349711647752,640.223287833226,"macon","AL",8,5582.15873310437,3.01,4,7.01
1087,"soybean",24.1,25.5602978298109,47.4607507754912,21.571224534581,30.9680246899277,72.0649587981358,0.22826555659828,0.22908780525621,5.35243807968638,55.9562135651111,4.94349711647752,640.223287833226,"macon","AL",8,5582.15873310437,3.01,4,7.01
1089,"corn",98.9,24.6142091164027,18.3411235436714,45.3679214841448,36.2909549721838,103.269420632878,0.291404875760015,0.325636854291234,5.32188548554504,47.1708991669448,4.64877237913965,664.923996961358,"madison","AL",8,4626.26665186268,25.16,0,25.16
1089,"soybean",28.2,24.6142091164027,18.3411235436714,45.3679214841448,36.2909549721838,103.269420632878,0.291404875760015,0.325636854291234,5.32188548554504,47.1708991669448,4.64877237913965,664.923996961358,"madison","AL",8,4626.26665186268,25.16,0,25.16
1091,"corn",55,21.7954721547481,26.2279730191682,28.6351222048896,45.1369047759422,119.579946169798,0.246070875691369,0.256688089708069,6.56754311968689,48.247247674611,4.35892718541722,699.591167282985,"marengo","AL",8,5735.26717197798,6.37,4,10.37
1091,"soybean",21.5,21.7954721547481,26.2279730191682,28.6351222048896,45.1369047759422,119.579946169798,0.246070875691369,0.256688089708069,6.56754311968689,48.247247674611,4.35892718541722,699.591167282985,"marengo","AL",8,5735.26717197798,6.37,4,10.37
1093,"corn",68.3,20.9902490789083,47.4913037732698,30.5866496483178,21.9220465784124,52.4964567397046,0.29674336135306,0.313009536963313,4.83537184519575,39.291898824377,4.22453220801448,768.80947482191,"marion","AL",8,4800.24179044209,7.01,1,8.01
1093,"soybean",22.4,20.9902490789083,47.4913037732698,30.5866496483178,21.9220465784124,52.4964567397046,0.29674336135306,0.313009536963313,4.83537184519575,39.291898824377,4.22453220801448,768.80947482191,"marion","AL",8,4800.24179044209,7.01,1,8.01
1095,"corn",80,17.213921859931,41.1640902868292,31.74045225596,27.0954574572108,65.0041649779697,0.286283266302684,0.292274188947351,5.06239097831112,44.5440875549738,3.40791124527045,698.514124257052,"marshall","AL",8,4790.19086084795,9.83,0.12,9.95
1095,"soybean",24.8,17.213921859931,41.1640902868292,31.74045225596,27.0954574572108,65.0041649779697,0.286283266302684,0.292274188947351,5.06239097831112,44.5440875549738,3.40791124527045,698.514124257052,"marshall","AL",8,4790.19086084795,9.83,0.12,9.95
1097,"corn",89,26.7062180367643,60.3737060924684,22.5131065824588,17.1131873250728,155.909493838544,0.246525523817281,0.250077308679901,5.15314399783683,97.4254601921711,4.94589803673012,894.326940157143,"mobile","AL",8,6349.13707215084,14,0,14
1097,"soybean",27,26.7062180367643,60.3737060924684,22.5131065824588,17.1131873250728,155.909493838544,0.246525523817281,0.250077308679901,5.15314399783683,97.4254601921711,4.94589803673012,894.326940157143,"mobile","AL",8,6349.13707215084,14,0,14
1099,"corn",85.2,25.4522064608305,49.0922603010418,26.410847131957,24.4968925670012,36.5629535289392,0.220342256994207,0.228724633201823,5.0131628146464,86.6934072098622,4.9786328696155,768.529537957735,"monroe","AL",8,5896.76334070833,4.97,1,5.97
1099,"soybean",26.9,25.4522064608305,49.0922603010418,26.410847131957,24.4968925670012,36.5629535289392,0.220342256994207,0.228724633201823,5.0131628146464,86.6934072098622,4.9786328696155,768.529537957735,"monroe","AL",8,5896.76334070833,4.97,1,5.97
1101,"corn",68.9,20.5356638704953,23.3963907625516,34.0700233616506,42.5335858757978,73.5872006019838,0.267545759335237,0.281255322578495,6.32775890917504,49.6232165358627,4.24100293702998,652.934322300389,"montgomery","AL",8,5889.4762586559,6.79,6.04,12.83
1101,"soybean",23,20.5356638704953,23.3963907625516,34.0700233616506,42.5335858757978,73.5872006019838,0.267545759335237,0.281255322578495,6.32775890917504,49.6232165358627,4.24100293702998,652.934322300389,"montgomery","AL",8,5889.4762586559,6.79,6.04,12.83
1103,"corn",80.5,21.3342770864198,31.7275409109977,36.3870356273516,31.8854234616507,84.4286886450391,0.297777351687761,0.307562879729749,5.28510354560693,40.9101166540298,4.06564221028163,691.054964881431,"morgan","AL",8,4780.98426344596,15.05,4,19.05
1103,"soybean",23.55,21.3342770864198,31.7275409109977,36.3870356273516,31.8854234616507,84.4286886450391,0.297777351687761,0.307562879729749,5.28510354560693,40.9101166540298,4.06564221028163,691.054964881431,"morgan","AL",8,4780.98426344596,15.05,4,19.05
1105,"corn",64.85,22.2614382805399,22.5674547426741,30.6591200131425,46.7734252441834,102.258778716788,0.246948456598515,0.24805667877695,6.41048175478927,55.4170014996587,4.58504251073328,629.499760977154,"perry","AL",8,5551.16748839731,12.17,0,12.17
1105,"soybean",22.6,22.2614382805399,22.5674547426741,30.6591200131425,46.7734252441834,102.258778716788,0.246948456598515,0.24805667877695,6.41048175478927,55.4170014996587,4.58504251073328,629.499760977154,"perry","AL",8,5551.16748839731,12.17,0,12.17
1107,"corn",62.75,23.1813950859862,36.3508945092479,30.7323111008736,32.9167943898785,88.2024284090471,0.271542147543867,0.271573272372509,5.43613324082904,50.9927883783076,4.53222738063551,687.400945542967,"pickens","AL",8,5385.42940286549,14,0,14
1107,"soybean",21,23.1813950859862,36.3508945092479,30.7323111008736,32.9167943898785,88.2024284090471,0.271542147543867,0.271573272372509,5.43613324082904,50.9927883783076,4.53222738063551,687.400945542967,"pickens","AL",8,5385.42940286549,14,0,14
1109,"corn",84.85,20.2402857303579,60.6713461744047,15.6992221930943,23.629431632501,90.5616337176725,0.19117273016021,0.191177422998843,5.07369857985237,49.4472406536577,4.95989925775651,688.064766649852,"pike","AL",8,5822.78674666739,7.18,1,8.18
1109,"soybean",28.2,20.2402857303579,60.6713461744047,15.6992221930943,23.629431632501,90.5616337176725,0.19117273016021,0.191177422998843,5.07369857985237,49.4472406536577,4.95989925775651,688.064766649852,"pike","AL",8,5822.78674666739,7.18,1,8.18
